Japanese;English;French;German;
"テツザンの機関士マナー１
汽笛を鳴らせの標識を見たら
過ぎ去る前に素早くかつ
小気味よく汽笛を鳴らすべし
一期一会と心得るべし";"Rule Two of the Rails


When you see a slow-down
sign, check your speed and
drive in the lower gear.
Then, when you see the
speed-up sign, shift back
into high gear as before.
Do this smoothly. It should
be like second nature.";"Règle d'or du conducteur 2


Ralentir à la vue d'un
panneau de ralentissement.

On peut accélérer en
arrivant à un panneau de
fin de ralentissement.
Ce doit être comme un
réflexe.";"Regeln für Lokführer 2
Beim Tempolimit-Schild
musst du verlangsamen...
Beim Schild für die Aufhe-
bung des Tempolimits darfst
du wieder Gas geben!
Und dort, wo kein Schild
steht, hältst du es, wie du
willst!";
"テツザンの機関士マナー２
減速開始の標識を確認したら
ローギアにすべし
減速終わりの標識を通過したら
再びハイギアで
走れるようになる
何事もなかったかのごとく
スマートにキメるべし";"Rule Three of the Rails


When pulling into a station,
don't stop beyond the stop
zone.
You don't want your
passengers to panic and
think you forgot their stop.
That would be inexcusable!
Give them a first-class
experience.";"Règle d'or du conducteur 3


Ne jamais dépasser le
panneau d'arrêt lorsque
l'on arrive en gare.
Il ne faudrait pas laisser
penser aux passagers qu'on
ne va pas s'arrêter.";"Regeln für Lokführer 3
Du kennst doch sicher das
Halteschild am Bahnsteig?
Dann weißt du auch, dass
du vor ihm halten musst.

Das ist eine Regel - und
außerdem im Interesse
eventueller Gäste...";
"テツザンの機関士マナー３
目的地のホームで
停車位置の標識を
越えるべからず
えっ 通りすぎちゃうの？
などと思わせるのは言語道断
目的地に着くお客様を
最高の気分で送り出すべし";"Rule Four of the Rails


You'll scare and endanger
your passengers if you
brake suddenly.
Transport them delicately,
as if they were glasses of
water filled to the brim...
Because what is done
cannot be undone.";"Règle d'or du conducteur 4


Freiner brusquement en
passant la marche arrière
est très dangereux.
Une telle conduite est a
proscrire lorsque l'on
transporte des passagers.
Leur sécurité doit demeurer
une priorité absolue.";"Regeln für Lokführer 4
Abruptes Bremsen während
der Fahrt ist gefährlich;
sind Passagiere an Bord,
ist es verboten!
Behandle deine Gäste gut!";
"テツザンの機関士マナー４
走行中にいきなり
バックギアを入れるブレーキは
生命を脅かす危険行為なり
乗客は 水が満々に注がれた
コップであると思うべし
ふくすい盆に返らずだ";"I guess this means you got
my letter! Surprised you
found the place, though.
Anyway, here! I want you
to have this!";"Oh, tu as reçu ma lettre!
Mais comment tu as fait
pour trouver cet endroit?
Une promesse est une
promesse... Tiens, c'est
pour toi!";"Aha, du hast meinen Brief
also bekommen!
Na dann...
Hier, das schenke ich dir!";
"やあ 手紙を見てきたんだよね!!
しかし よくここが分かったね
しょうがない・・・
キミにこれをあげるよ!!";"Isn't this treasure the most
brain-explodingly awesome
thing you've ever seen?
I got it when you took me
to the Marine Temple. I
think it's pretty valuable.
But, man, arrows were
flying at me and huge
boulders were rolling at me.
Shoot, I put my life on the
line to get this.

Would it kill you to show
me a little appreciation?
Thanks!Whatever";"C'est un formidable trésor,
tu ne trouves pas?

Je l'ai trouvé au temple
marin quand tu m'y as
conduit.
Ça doit avoir beaucoup de
valeur... Il était bien
protégé.
Il y avait des flèches qui
sortaient des murs, des gros
rochers qui roulaient...
Ça n'a pas été une partie
de rigolade.

Tu peux me remercier.
Merci!Bof...";"Das ist ein tolles Geschenk,
oder?

Ich habe es im Meeres-
tempel gefunden. Es scheint
echt zu sein!
Dort war es ganz schön
gefährlich, mit Fallen und
so...
Du solltest also ein wenig
dankbar sein!
Danke!Hmmm...";
"すごい お宝でしょ!!
このまえ キミに
乗せてってもらった
海の神殿で見つけてきたんだ
たぶん 相当なもんですよぉ
それは・・
なんかもう
壁から矢が飛んできたり
大きな玉が転がってきたりで
そりゃぁもう
大変だったんですよぉ

ちょっとは
カンシャしてくださいね
ありがとうとうぜん";"Aww, coming from you,
that means a lot.";"Mais non, ce n'est rien...";"Das bedeutet mir viel!";
"えへっ そんなぁー
いいってことですよ
";"Um, OK, I guess you can be
like that if you want.

Well, I hope you know that
a real engineer should
always be gracious!
You're going to get into a
huge accident someday with
a cruddy attitude like that.";"Un conducteur de train se
doit de rester humble en
toute circonstance!
Avec une telle attitude,
tu causeras sûrement de
graves accidents.";"Bescheidenheit ist eine
Tugend, die alle Lokführer
an den Tag legen sollten.
Mit deinem Hochmut wirst
du eines Tages noch gegen
die Wand fahren!";
"機関士はつねに
ケンキョじゃなくては
いけませんよ!!
きっと キミは将来
大きな事故を
引き起こしますよ";"Well, good luck with the
engineer thing!";"Enfin, fais de ton
mieux pour être un
bon conducteur!";"Ich wünsche dir weiterhin
eine gute Reise.
Volldampf voraus!";
"まあ これからも
機関士として
がんばってくださいよ!!";"I'm sorry, but I don't have
anything more to give you.

Take care and enjoy the
rest of your journey!";"Désolé, mais je n'ai plus
rien à te donner.

Continue ton voyage et
sois prudent!";"Schade...
Ich habe nichts, was ich
dir geben könnte...
Ich wünsche dir aber
weiterhin eine gute Fahrt!";
"残念だけど
もう 何もあげれるものは
ないですよぉ
気をつけて
汽車の旅を続けてくださいね!!";"Hey! Good to see you.
What's shakin'?

As for me, I'm gonna hole
up at home for a while to
work on a report.
It's about those mysterious
trains that have recently
appeared.
Yep, all this time, I haven't
just been hanging out. I've
been doing serious research!
So anyway, I think I'm
gonna get started on that
report tomorrow!";"Oh, comme on se retrouve!
Tu prends bien soin de ton
train?
J'ai décidé de rester
quelque temps chez moi
pour rédiger un rapport...
sur ces trains mystérieux
qui apparaissent
brusquement.
Tu ne crois quand même
pas que tout ce que j'ai
fait c'était pour m'amuser?
Bien, je vais me mettre à
mon rapport... Demain...";"Da bist du ja wieder!
Wie geht es deiner Lok?

Ich sitze hier gerade an
einem Artikel über eine
rätselhafte Lok.
Keine Zeit, meinen Hobbies
nachzugehen! Dieser Artikel
ist ein gutes Stück Arbeit.
Gleich morgen werde ich
beginnen, ihn zu schreiben!";
"あ また会いましたね
汽車の調子はいいですか？

ボクはしばらく
家にこもって 突如現れた
なぞの列車について
レポートを書こうと
思っているんですよぉ

なにも いままで
遊んでいたわけじゃ
ないんですよぉ
さあ 明日から
レポート書くぞぉ!!";"OK, I'm gonna get started
on that report tomorrow!

The only way to stay sharp
is through hard work.
Don't ever forget that.";"C'est décidé! Demain, je
commence à écrire mon
rapport!
Toi aussi, fais de ton
mieux pour être un bon
conducteur!";"Morgen mache ich mich
an die Arbeit!

Und deiner Lok wünsche ich
eine gute Fahrt! Ähem, und
dir natürlich auch...";
"さあ 明日から
レポート書くぞぉ!!

キミも機関士として
汽車の運転に はげんで
くださいよぉ!!";"Oh, hey there. No, I'm not
making much progress on
the report.
See, I got the sudden urge
to re-organise my entire
photo collection.
You know how it is with
procrastination.

It always sneaks up on you
just when you're trying to
start something big. 
Anyway, I'm definitely
gonna get working on that
report...starting tomorrow!";"Oh, bonjour! Ah euh...
mon rapport n'avance pas
beaucoup.
Pour me changer les idées,
je range un peu ma
collection.
Pourquoi cette envie de
ranger m'a pris au moment
où j'allais m'y mettre!
Mais demain, promis, j'écris
ce rapport!";"Hallo, wie geht's?
Wie, was mein Artikel
macht? Nun...
Mir fehlt die Inspiration.
Zur Zerstreuung habe ich
meine Sammlung geordnet...
Es ist wirklich harte
Arbeit, so einen Artikel zu
schreiben.
Aber morgen sollte ich
wirklich mal anfangen...";
"あ どもっ!!
いやぁ なかなかレポートが
はかどらなくてね
気晴らしに コレクションの
整理をしていたんだ

さあ やるぞっ!!って
思ったときって なんで
整理したくなるんだろうね？
でも 明日からは
がんばるぞぉー!!";"Good. Then let's go find the
Bow of Light in the desert!

But do the spirit tracks
even connect to the desert?";"Partons pour le désert,
c'est là-bas que se trouve
l'arc de lumière!
Mais y a-t-il des voies
pour s'y rendre?";"Dann gehen wir und
entreißen der Wüste den
Licht-Bogen!
Es gibt doch sicher eine
Strecke, die in die Wüste
führt...";
"さあ では 光の弓矢を
取りに 砂漠に向かいましょう！

とはいっても 砂漠までの線路は
つながっているのでしょうか？";"This Force Gem will serve
that very purpose. It will
open tracks into the desert.";"Rassurez-vous. Grâce à
cette gemme de force...

les voies qui vous
conduiront jusqu'au désert
vont apparaître.";"Dieser Force-Kristall lässt
die Strecke erscheinen, die
tief in die Wüste führt...";
"案ずるな このフォースが
砂漠の奥へと行ける 線路を
出現させるじゃろう";"What? Anjean...";"Dame Bicelle...";"Shiene?";
"シャリン様・・・？";"As I am sure you know,
Force Gems are a symbol
of gratitude.
Well, I am deeply grateful 
to both of you for all of
your help.
I cannot help you directly,
but I can at least give you
this.";"Les gemmes de force sont le
symbole de la gratitude
d'autrui à votre égard.
Et du fond de mon cœur,
je vous suis infiniment
reconnaissante.
Nous ne pouvons rien faire
de plus pour vous aider.
Je compte sur vous!";"Die Force-Kristalle sind ein
Symbol der Dankbarkeit,
wie ihr ja wisst.
Auch ich danke euch von
ganzem Herzen.

Wenn ich euch helfen kann,
lasst es mich wissen!";
"知ってるかと 思うが
フォースは 人が人を
思う 感謝のしるしじゃ
わしも 心のそこから 
おぬしたちに 感謝しておる

わしらは 何も手伝って
やれんが 頼んだぞ！";"OK, thank you, Anjean!";"D'accord, Dame Bicelle!
Nous trouverons l'arc
de lumière!";"Ja, wir werden den
Licht-Bogen finden!
Danke, Shiene!";
"はい！ 必ず 光の弓矢を
取ってきます！
シャリン様！！";"Let's head for the Ocean
Land, and from there, to
the desert!";"Bien, en route pour le
désert de la contrée marine,
[Link]!";"Fahren wir jetzt über die
Meeresküste in die Wüste!
Los, [Link]!";
"さあ 海の大地から
砂漠に向かいましょう！
[Link]！！";"";"";"";
"全体を見る";"View Train";"Tout voir";"Vollansicht";
"何もなかった";"The chest is empty.";"Il n'y a rien.";"Da war nichts drin.";
"盾を手に入れた！
持ってるだけで 小さい敵なら
正面攻撃が防げる";"You got a shield!
Defend yourself from minor
attacks just by holding it!";"Vous obtenez un bouclier!


Il vous protège des
attaques frontales peu
puissantes.";"Du hast einen Schild
erhalten!

Damit wehrst du die
Angriffe kleinerer Gegner 
ab.";
"バクダン袋 を 手に入れた！
最大10個まで持てる
バクダン付きだ！
投げたい方向に タッチ
すれば投げられるぞ！";"You got a bomb bag! 
It comes filled to the brim
with 10 bombs!
Tap a spot to throw a
bomb there.";"Vous obtenez des bombes!
Votre sac de bombes peut
en contenir jusqu'à dix!
Touchez l'endroit où vous
désirez envoyer votre
bombe pour l'y jeter!";"Du hast Bomben erhalten!


Eine Bombentasche, mit der
du bis zu 10 Bomben tragen
kannst, war mit dabei!
Berühre den Touchscreen
dort, wo du die Bombe
hinwerfen möchtest.";
"小さなカギを手に入れた！
カギのかかったドアを開くカギ

ドアをタッチすれば
開く事ができる！
ただし 一度しか使えない";"You got a small key!
Use this key to open
locked doors!
Touch a door to open it. 
You can only use the key
once.";"Vous obtenez une petite
clé! Elle permet d'ouvrir
une porte verrouillée.
Touchez une porte
pour l'ouvrir. Elle ne
sert qu'une fois.";"Du hast einen kleinen
Schlüssel erhalten!

Damit lassen sich
verschlossene Türen öffnen.

Berühre eine Tür, um sie zu
öffnen! Aber du kannst ihn 
nur ein Mal verwenden.";
"緑ルピーを手に入れた
1つで 1ルピーだ！

たくさん集めて
お店で買い物しよう！";"You got a green Rupee!
It's worth 1 Rupee!

Once you have enough, 
you can go shopping!";"Vous obtenez un rubis
vert! Il vaut 1 rubis.

Rassemblez-en le plus
possible pour faire des
achats!";"Du hast einen grünen Rubin
erhalten!
Er ist 1 Rubin wert.
Sammle Rubine und gib sie
im Laden aus!";
"青ルピーを手に入れた
1つで 5ルピーだ！

たくさん 集めてお店で
買い物しよう！";"You got a blue Rupee!
It's worth 5 Rupees!

Get a bunch together and
buy something nice!";"Vous obtenez un rubis
bleu! Il vaut 5 rubis.

Rassemblez-en le plus
possible pour faire des
achats!";"Du hast einen blauen Rubin
erhalten!
Er ist 5 Rubine wert.
Sammle Rubine und gib sie
im Laden aus!";
"赤ルピーを手に入れた
1つで 20ルピーだ！

たくさん 集めて
お店で買い物しよう！";"You got a red Rupee!
It's worth 20 Rupees!

You'll only need a few of
these to buy something
nice in a shop!";"Vous obtenez un rubis
rouge! Il vaut 20 rubis.

Rassemblez-en le plus
possible pour faire des
achats!";"Du hast einen roten Rubin
erhalten!
Er ist 20 Rubine wert.
Sammle Rubine und gib sie
im Laden aus!";
"大緑ルピーを手に入れた
1つでなんと 100ルピー！";"You got a big green Rupee!
It's worth 100 Rupees!";"Vous obtenez un gros rubis
vert! Il vaut 100 rubis!";"Du hast einen großen
grünen Rubin erhalten!
Er ist 100 Rubine wert.";
"大赤ルピーを手に入れた
1つでなんと 200ルピー！";"You got a big red Rupee!
It's worth 200 Rupees!";"Vous obtenez un gros rubis
rouge! Il vaut 200 rubis!";"Du hast einen großen
roten Rubin erhalten!
Er ist 200 Rubine wert.";
"大金ルピーを手に入れた
1つでなんと 300ルピー！";"You got a big gold Rupee!
It's worth 300 Rupees!";"Vous obtenez un gros rubis
doré! Il vaut 300 rubis!";"Du hast einen großen
goldenen Rubin erhalten!
Er ist 300 Rubine wert.";
"感謝の気持ちである
フォースをもらった!
海の大地の石版が輝き出す!
新たな線路が現れた!";"You got a Force Gem!
The Ocean Glyph has
started glowing!
New tracks have appeared!";"Vous obtenez une gemme de
force, signe de gratitude!

La stèle marine se met à
briller!

De nouvelles voies ferrées
sont apparues!";"Du hast einen Force-
Kristall erhalten! Die
Meerestafel leuchtet auf!
Neue Strecken sind nun
verfügbar!";
"感謝の気持ちである
フォースをもらった!
海の大地の石版が輝き出す!
新たな線路が現れた!";"You got a Force Gem!
The Ocean Glyph has
started glowing!
New tracks have appeared!";"Vous obtenez une gemme de
force, signe de gratitude!

La stèle marine se met à
briller!

De nouvelles voies ferrées
sont apparues!";"Du hast einen Force-
Kristall erhalten! Die
Meerestafel leuchtet auf!
Neue Strecken sind nun
verfügbar!";
"感謝の気持ちである
フォースをもらった!
火の大地の石版が輝き出す!
新たな線路が現れた!";"You got a Force Gem!
The Fire Glyph has
started glowing!
New tracks have appeared!";"Vous obtenez une gemme de
force, signe de gratitude!

La stèle du feu se met à
briller!

De nouvelles voies ferrées
sont apparues!";"Du hast einen Force-
Kristall erhalten! Die
Feuertafel leuchtet auf!
Neue Strecken sind nun
verfügbar!";
"森の大地の石版が
あやしく輝き出す!

光のラシンバンの力により
闇へと続く線路が現れた!";"The Forest Glyph has
started to glow ominously.

The Compass of Light has
revealed a track leading
into the darkness!";"La stèle sylvestre se met à
briller étrangement!

La boussole de lumière a
fait apparaître les voies
menant vers les ténèbres!";"Die Waldtafel leuchtet
auf!

Der Licht-Kompass weist
den Weg in die Welt der
Finsternis!";
"感謝の気持ちである
フォースをもらった!
火の大地の石版が輝き出す!
新たな線路が現れた!";"You got a Force Gem!
The Fire Glyph has
started glowing!
New tracks have appeared!";"Vous obtenez une gemme de
force, signe de gratitude!

La stèle du feu se met à
briller!

De nouvelles voies ferrées
sont apparues!";"Du hast einen Force-
Kristall erhalten! Die 
Feuertafel leuchtet auf!
Neue Strecken sind nun
verfügbar!";
"感謝の気持ちである
フォースをもらった!
雪の大地の石版が輝き出す!
新たな線路が現れた!";"You got a Force Gem!
The Snow Glyph has
started glowing!
New tracks have appeared!";"Vous obtenez une gemme de
force, signe de gratitude!

La stèle des neiges se met
à briller!

De nouvelles voies ferrées
sont apparues!";"Du hast einen Force-
Kristall erhalten! Die
Schneetafel leuchtet auf!
Neue Strecken sind nun
verfügbar!";
"感謝の気持ちである
フォースをもらった!
火の大地の石版が輝き出す!
新たな線路が現れた!";"You got a Force Gem!
The Fire Glyph has
started glowing!
New tracks have appeared!";"Vous obtenez une gemme de
force, signe de gratitude!

La stèle du feu se met à
briller!

De nouvelles voies ferrées
sont apparues!";"Du hast einen Force-
Kristall erhalten! Die
Feuertafel leuchtet auf!
Neue Strecken sind nun
verfügbar!";
"ポストマンから手紙を
手に入れた！ コレクト画面で
確認しよう！！";"You got a letter from the
postman! Go to the
Collection screen to read it!";"Vous avez reçu une lettre
du postier! Allez voir dans
votre inventaire!";"Du hast einen Brief vom
Briefträger erhalten!

Sieh ihn dir gleich in
deiner Sammlung an!";
"ハートの器を手に入れた！
ライフが1つ増えた！
おまけに体力 全回復！";"You got a Heart Container!


You increased your life by
one and refilled your
hearts!";"Vous obtenez un réceptacle
de cœur! Vous gagnez
un cœur supplémentaire!
Votre jauge d'énergie vitale
est remplie!";"Du hast einen
Herzcontainer erhalten!

Du bekommst ein Herz
dazu. Außerdem wird deine
Energie aufgefüllt!";
"矢筒を手に入れた！
矢を持てる数がふえたぞ！
コレクト画面で確認しよう！";"You got the quiver! Now
you can hold more arrows.
Check the Collection screen.";"Vous obtenez le carquois!
Vous pouvez maintenant
transporter plus de flèches.
Allez vérifier cela dans
votre inventaire.";"Du hast den Köcher
erhalten! Damit kannst du
mehr Pfeile tragen!
Sieh in deiner Sammlung
nach!";
"バクダン袋（中）を手に入れた！
バクダンを持てる数がふえたぞ！
コレクト画面で確認しよう！";"You got a medium-sized 
bomb bag!

Now you can hold even
more bombs at once!";"Vous obtenez un sac de
bombes moyen!

Vous pouvez transporter
plus de bombes. Allez voir
dans votre inventaire.";"Du hast die Bombentasche
erhalten! Jetzt kannst
du mehr Bomben tragen!";
"感謝の気持ちである
フォースをもらった!
森の大地の石版が輝き出す!
新たな線路が現れた!";"You got a Force Gem!
The Forest Glyph has
started glowing!
New tracks have appeared!";"Vous obtenez une gemme de
force, signe de gratitude!

La stèle sylvestre se met à
briller!

De nouvelles voies ferrées
sont apparues!";"Du hast einen Force-
Kristall erhalten! Die
Waldtafel leuchtet auf!
Neue Strecken sind nun
verfügbar!";
"感謝の気持ちである
フォースをもらった!
森の大地の石版が輝き出す!
新たな線路が現れた!";"You got a Force Gem!
The Forest Glyph has
started glowing!
New tracks have appeared!";"Vous obtenez une gemme de
force, signe de gratitude!

La stèle sylvestre se met à
briller!

De nouvelles voies ferrées
sont apparues!";"Du hast einen Force-
Kristall erhalten! Die
Waldtafel leuchtet auf!
Neue Strecken sind nun
verfügbar!";
"感謝の気持ちである
フォースをもらった!
森の大地の石版が輝き出す!
新たな線路が現れた!";"You got a Force Gem!
The Forest Glyph has
started glowing!
New tracks have appeared!";"Vous obtenez une gemme de
force, signe de gratitude!

La stèle sylvestre se met à
briller!

De nouvelles voies ferrées
sont apparues!";"Du hast einen Force-
Kristall erhalten! Die
Waldtafel leuchtet auf!
Neue Strecken sind nun
verfügbar!";
"感謝の気持ちである
フォースをもらった!
火の大地の石版が輝き出す!
新たな線路が現れた!";"You got a Force Gem!
The Fire Glyph has
started glowing!
New tracks have appeared!";"Vous obtenez une gemme de
force, signe de gratitude!

La stèle du feu se met à
briller!

De nouvelles voies ferrées
sont apparues!";"Du hast einen Force-
Kristall erhalten! Die
Feuertafel leuchtet auf!
Neue Strecken sind nun
verfügbar!";
"感謝の気持ちである
フォースをもらった!
森の大地の石版が輝き出す!
新たな線路が現れた!";"You got a Force Gem!
The Forest Glyph has
started glowing!
New tracks have appeared!";"Vous obtenez une gemme de
force, signe de gratitude!

La stèle sylvestre se met à
briller!

De nouvelles voies ferrées
sont apparues!";"Du hast einen Force-
Kristall erhalten! Die
Waldtafel leuchtet auf!
Neue Strecken sind nun
verfügbar!";
"感謝の気持ちである
フォースをもらった!
森の大地の石版が輝き出す!
新たな線路が現れた!";"You got a Force Gem!
The Forest Glyph has
started glowing!
New tracks have appeared!";"Vous obtenez une gemme de
force, signe de gratitude!

La stèle sylvestre se met à
briller!

De nouvelles voies ferrées
sont apparues!";"Du hast einen Force-
Kristall erhalten! Die
Waldtafel leuchtet auf!
Neue Strecken sind nun
verfügbar!";
"感謝の気持ちである
フォースをもらった!
森の大地の石版が輝き出す!
新たな線路が現れた!";"You got a Force Gem!
The Forest Glyph has
started glowing!
New tracks have appeared!";"Vous obtenez une gemme de
force, signe de gratitude!

La stèle sylvestre se met à
briller!

De nouvelles voies ferrées
sont apparues!";"Du hast einen Force-
Kristall erhalten! Die
Waldtafel leuchtet auf!
Neue Strecken sind nun
verfügbar!";
"感謝の気持ちである
フォースをもらった!
森の大地の石版が輝き出す!
新たな線路が現れた!
";"You got a Force Gem!
The Forest Glyph has
started glowing!
New tracks have appeared!";"Vous obtenez une gemme de
force, signe de gratitude!

La stèle sylvestre se met à
briller!

De nouvelles voies ferrées
sont apparues!";"Du hast einen Force-
Kristall erhalten! Die
Waldtafel leuchtet auf!
Neue Strecken sind nun
verfügbar!";
"感謝の気持ちである
フォースをもらった!
森の大地の石版が輝き出す!
新たな線路が現れた!";"You got a Force Gem!
The Forest Glyph has
started glowing!
New tracks have appeared!";"Vous obtenez une gemme de
force, signe de gratitude!

La stèle sylvestre se met à
briller!

De nouvelles voies ferrées
sont apparues!";"Du hast einen Force-
Kristall erhalten! Die
Waldtafel leuchtet auf!
Neue Strecken sind nun
verfügbar!";
"感謝の気持ちである
フォースをもらった!
雪の大地の石版が輝き出す!
新たな線路が現れた!";"You got a Force Gem!
The Snow Glyph has
started glowing!
New tracks have appeared!";"Vous obtenez une gemme de
force, signe de gratitude!

La stèle des neiges se met
à briller!

De nouvelles voies ferrées
sont apparues!";"Du hast einen Force-
Kristall erhalten! Die
Schneetafel leuchtet auf!
Neue Strecken sind nun
verfügbar!";
"感謝の気持ちである
フォースをもらった!
雪の大地の石版が輝き出す!
新たな線路が現れた!";"You got a Force Gem!
The Snow Glyph has
started glowing!
New tracks have appeared!";"Vous obtenez une gemme de
force, signe de gratitude!

La stèle des neiges se met
à briller!

De nouvelles voies ferrées
sont apparues!";"Du hast einen Force-
Kristall erhalten! Die
Schneetafel leuchtet auf!
Neue Strecken sind nun
verfügbar!";
"感謝の気持ちである
フォースをもらった!
雪の大地の石版が輝き出す!
新たな線路が現れた!";"You got a Force Gem!
The Snow Glyph has
started glowing!
New tracks have appeared!";"Vous obtenez une gemme de
force, signe de gratitude!

La stèle des neiges se met
à briller!

De nouvelles voies ferrées
sont apparues!";"Du hast einen Force-
Kristall erhalten! Die
Schneetafel leuchtet auf!
Neue Strecken sind nun
verfügbar!";
"感謝の気持ちである
フォースをもらった!
雪の大地の石版が輝き出す!
新たな線路が現れた!";"You got a Force Gem!
The Snow Glyph has
started glowing!
New tracks have appeared!";"Vous obtenez une gemme de
force, signe de gratitude!

La stèle des neiges se met
à briller!

De nouvelles voies ferrées
sont apparues!";"Du hast einen Force-
Kristall erhalten! Die
Schneetafel leuchtet auf!
Neue Strecken sind nun
verfügbar!";
"感謝の気持ちである
フォースをもらった!
海の大地の石版が輝き出す!
新たな線路が現れた!";"You got a Force Gem!
The Ocean Glyph has
started glowing!
New tracks have appeared!";"Vous obtenez une gemme de
force, signe de gratitude!

La stèle marine se met
à briller!

De nouvelles voies ferrées
sont apparues!";"Du hast einen Force-
Kristall erhalten! Die
Meerestafel leuchtet auf!
Neue Strecken sind nun
verfügbar!";
"感謝の気持ちである
フォースをもらった!
海の大地の石版が輝き出す!
新たな線路が現れた!";"You got a Force Gem!
The Ocean Glyph has
started glowing!
New tracks have appeared!";"Vous obtenez une gemme de
force, signe de gratitude!

La stèle marine se met
à briller!

De nouvelles voies ferrées
sont apparues!";"Du hast einen Force-
Kristall erhalten! Die
Meerestafel leuchtet auf!
Neue Strecken sind nun
verfügbar!";
"懸賞ハガキ１０枚を手に入れた！！
ポストに出して いい賞品を
どんどん 当てよう！！";"You got 10 prize postcards!


Send them out in the post
to collect great bonus
prizes!";"Vous obtenez dix cartes
concours!

Postez-les pour gagner
des prix!";"Du hast 10 Glücks-
postkarten erhalten!

Schick sie mit der Post ab,
und du kannst etwas
gewinnen!";
"赤い薬を手に入れた！
飲めば ハートを6個 回復！！

アイテムメニューに入るので
タッチして使おう！
一度 使えばなくなってしまうぞ！";"You got the red potion!
Drink it to restore six
hearts!
It's stored in the Menu bar.
Tap it to use it, but it can
only be used once!";"Vous obtenez la potion
rouge! Buvez-la pour
récupérer six cœurs.
Elle est rangée dans votre
inventaire. Touchez-la pour
la boire (une seule dose).";"Du hast ein rotes Elixier
erhalten!

Trinke es, um 6 Herzen 
aufzufüllen!

Es wird im Item-Menü
aufbewahrt. Tippe es an,
um es zu trinken.
Man kann es nur einmal 
verwenden.";
"紫の薬を 手に入れた！
飲めば ハートを8個 回復！

しかも持っているだけで
ハートが0になったら
自動で復活できるすぐれもの！
アイテムメニューに入るので
タッチして使おう！
一度 使えばなくなってしまうぞ！";"You got the purple potion! 
Drink it to restore eight 
hearts!
Keep it, and if you lose all
of your hearts, it will
automatically restore them.
It's stored in the Menu bar.
Tap it to use it, but it can
only be used once!";"Vous obtenez la potion
violette! Buvez-la pour
récupérer huit cœurs!
Gardez-la: si votre jauge
vitale se vide, elle s'active
automatiquement.
Elle est rangée dans votre
inventaire. Touchez-la pour
la boire (une seule dose).";"Du hast ein lila Elixier
erhalten!

Trinke es, um 8 Herzen
aufzufüllen!

Wenn deine Herzen auf 0 
sinken, wird es dich
automatisch heilen!
Du findest es in deinem
Item-Menü. Tippe es an,
um es zu trinken!
Man kann es nur einmal
verwenden.";
"黄色い薬を手に入れた！
飲めば ハートを全回復！！

アイテムメニューに入るので
タッチして使おう！
一度 使えばなくなってしまうぞ！";"You got the yellow potion!
Drink it to restore all of
your hearts!
It's stored in the Menu bar.
Tap it to use it, but it can
only be used once!";"Vous obtenez la potion
jaune! Buvez-la pour
récupérer tous vos cœurs!
Elle est rangée dans votre
inventaire. Touchez-la pour
la boire (une seule dose).";"Du hast ein gelbes Elixier
erhalten!

Trink es, um alle 
deine Herzen aufzufüllen!

Du findest es in deinem 
Item-Menü. Tippe es an, 
um es zu trinken!
Man kann es nur einmal 
verwenden!";
"マモノの化石を手に入れた
どこにでもありそうな化石だけど
なんとなく お宝のにおいがする！
コレクト画面で確認しよう！";"You got the Demon Fossil!
It's like a normal fossil, but
it's much more valuable.
Check it out on the
Collection screen!";"Vous obtenez un fossile
de monstre!

On en trouve partout
mais il semble précieux!

Allez voir dans votre
inventaire!";"Du hast ein Monsterfossil
erhalten! Viel wertvoller
als ein normales Fossil!
Sieh dir diesen Schatz in
deiner Sammlung an!";
"スタルのホネを手に入れた
ちょっと気持ち悪いけど
お宝のにおいがするぞ！
コレクト画面で確認しよう！";"You got a Stalfos skull!
It's kinda icky, but it's got
treasure written all over it!
Check it out on the
Collection screen!";"Vous obtenez un crâne de
Stalfos! Il fait un peu
froid dans le dos!
Allez voir dans votre
inventaire!";"Du hast einen Stalfos-
Kopf erhalten!
Eklig, aber wertvoll!
Sieh dir diesen Schatz in
deiner Sammlung an!";
"星のかけらを手に入れた！
星の破片が落ちてきたと
言われるきれいな石だ！
コレクト画面で確認しよう！";"You got a star fragment!
Check it out on the
Collection screen!
This beautiful stone is
rumoured to have fallen 
from the sky!";"Vous obtenez un fragment
d'étoile!

On dit que cette jolie
pierre est un morceau
d'étoile tombé du ciel!
Allez voir dans votre
inventaire!";"Du hast einen
Sternensplitter erhalten!
Er ist wunderschön!
Sieh dir diesen Schatz in
deiner Sammlung an!
";
"ハチの子を手に入れた！
いたい思いをしてでも
手に入れたい お宝だ！
コレクト画面で確認しよう！";"You got some bee larvae!
Check it out on the
Collection screen!
Sure, they're gross to look
at, but they're precious all
the same!";"Vous obtenez des larves
d'abeille!

Nombreux sont ceux qui
ont souffert pour obtenir
un tel trésor!
Allez voir dans votre
inventaire!";"Du hast eine Bienenlarve
erhalten! Sie ist die
Bienenstiche wert!
Sieh dir diesen Schatz in
deiner Sammlung an!";
