Japanese;English;French;German;
"図形って？ どんなものなの？";"Could you tell us more
about these symbols?";"Des symboles? Qu'est-ce
que vous voulez dire?";"Könntest du uns mehr über
diese Symbole erzählen?";
"この 海には わしの子分である
金のカエルが 6匹おる！

そやつらに 出会って
聞き出したらえぇ

そやつらから 教えてもらった
図形を描き込むと その場所に
移動することができるんじゃ！";"My gilt minions are strewn
over the seas. Six minions
total, sparkling in the sun!
Find them! Ask them! They
each know one symbol!

Then by drawing symbols
on the slate, your ship will
fly to that spot in a flash!";"Les grenouilles d'or, mes
grenouilles, sont éparpillées
de par les mers.
En tout, elles sont six à
éclairer les vagues de
leur magnificence dorée!
Trouve-les! Demande-leur!
Elles connaissent chacune
un symbole!
Trace un symbole sur
l'ardoise et tu atteindras
cet endroit en un clin d'œil!";"Meine goldenen Gefolgsleute
sind über das Meer verteilt.

Sechs Gefolgsleute im Gan-
zen funkeln in der Sonne!
Finde sie! Frag sie! 
Jeder von ihnen kennt ein 
Symbol!

Dann, wenn du die Symbo-
le auf die Tafel gemalt 
hast...
...wird dein Schiff flugs an
diesen Ort geflogen!";
"へえ・・ 金のカエルの
ところに行って図形を
教えてもらったらいいのね！
でも・・・ こんな 大事なもの
もらってもいいの？";"So all we need to do is
meet the golden frogs and
learn their symbols...
But are you really sure
that we can take something
so wonderful with us?";"Ooh... Alors, tout ce que
nous avons à faire, c'est
trouver ces grenouilles d'or!
Et leur demander
les symboles!

Mais vous êtes sûr que
nous pouvons prendre
un objet aussi précieux?";"Also müssen wir nur die
goldenen Frösche treffen 
und ihre Symbole in...
...Erfahrung bringen... 


Aber können wir so ein 
wunderbares Geschenk 
wirklich annehmen?";
"シーワンどのの知りあいと
なれば ほっとくわけにも
いかんじゃろぉ！
海は広いでのぉ それが
あれば 便利になるはずじゃ！";"How can I just sit back
and do nothing for you,
friends of Oshus?
The sea is vast, and that
will help you bridge the
distances!";"Vous êtes des amis de
Siwan! Je ne vais pas
vous refuser mon aide!
La mer est vaste, et cela
vous aidera à raccourcir
vos trajets!";"Wie könnte ich untätig 
rumsitzen, Freunde von 
Siwan?
Das Meer ist riesig und das
wird euch helfen, die Dis-
tanzen zu überwinden!";
"うん ありがとう！
金のトノサマ！";"Our deepest thanks, your
golden majesty!";"Nous vous sommes très
reconnaissants, votre
majesté dorée!";"Vielen Dank! 
Goldener Fürst!";
"金の親分じゃ・・・！";"No, no! That's Golden Chief!";"Non, non, non!
C'est parrain doré!";"Nein, nein! Nenn mich 
Goldener Boss!";
"むむ それは 夢幻の砂時計
では ないか・・・・

なんと ボウズ 海王さまの
お知り合いか・・・

わしも あのお方とは古い
付き合いでのぉ

昔はよく 世話になったものじゃ！";"Slow-toe!! Is that not the
Phantom Hourglass that
you carry?!
It certainly means, most
certainly and undoubtedly,
that you know old Oshus.
We go way back, that old
codger and me!

He took good care of me,
that's for certain!";"Petit d'homme! N'est-ce pas
le sablier fantôme que je
vois à tes côtés?
Cela veut dire que tu
connais le vieux Siwan.

Ce vieux brigand et moi
nous connaissons depuis
fort longtemps.
Il avait alors bien pris
soin de moi!";"Ist das nicht die Phantom-
sanduhr, die du da trägst?

Das kann ohne jeden Zweifel
nur bedeuten, dass du
den alten Siwan kennst.
Wir kennen uns schon ewig,
der alte Kauz und ich!

Er hat gut auf mich aufge-
passt, das ist sicher!";
"アタシたち [Link]
のお友達のテトラって子を
たすけるために・・・
ベラムー ってバケモノを
やっつけなきゃ いけないの！

海王さま も そうしないと
危ないのよ！";"We're trying to save a girl
named Tetra, a good friend
of [Link]'s!
We must defeat Bellum to
save her...and to save the
Ocean King as well!";"Nous voulons sauver une
fille du nom de Tetra, une
amie de [Link]!
Nous devons vaincre Bellum
pour la sauver... et pour
sauver le roi des mers!";"Wir wollen ein Mädchen 
namens Tetra retten...

...eine gute Freundin von 
[Link]!

Wir müssen Bellamu besie-
gen, um sie zu retten... und
um den Meereskönig...
...zu retten!";
"ほぉ ベラムーをか・・
うわさは 子分たちから
聞いておるが・・・
人の フォースを奪い取る
恐ろしいバケモノだと聞く・・

そんな やつに勝つのは
大変な事じゃ・・・";"Bellum, you say? I've heard
of that dreadful creature
from my gilt minions...
I heard that Bellum has the
power to siphon the energy
from living things.
Oh, it will be a horrible
ordeal, felling a creature
like that...";"Bellum, vous dîtes? Mes
grenouilles d'or m'ont
parlé de lui...
Il semblerait que Bellum
ait le pouvoir d'aspirer
la force vitale.
Abattre pareil ennemi...
Voilà une tâche qui ne
sera pas facile, petit.";"Bellamu, sagst du? Meine
goldenen Gefolgsleute haben
mir von ihm erzählt...
Ich hörte, dass Bellamu die 
Energie von Lebewesen 
aussaugen kann.
Oh, das wird nicht leicht, 
ein schreckliches Ungetüm
wie ihn zu besiegen...";
"だけど 海王さまやテトラを
助けるために やるしかないのよ！";"But we have got to save
Tetra and the Ocean King,
so we have no choice!";"Si nous voulons sauver
Tetra et le roi des mers,
nous n'avons pas le choix!";"Aber wir müssen Tetra und 
den Meereskönig retten, 
also bleibt uns keine Wahl!";
"海王さまのお知りあいと
なれば ほっとくわけにも
いかんじゃろぉ！
海は広いでのぉ それが
あれば 便利になるはずじゃ！";"I can't just sit here on my
flippers and do nothing for
the Ocean King's allies!
The sea is vast, and that
will help you bridge the
distances!";"Je ne peux ignorer les
appels à l'aide d'alliés
du roi des mers!
La mer est vaste, et cela
vous aidera à raccourcir
vos trajets!";"Ich kann nicht untätig 
rumsitzen und die 
Verbündeten des...
...Meereskönigs ohne 
Unterstützung sitzen lassen!

Das Meer ist riesig und das
wird euch helfen, die Dis-
tanzen zu überbrücken!";
"ボヨヨーン


この島にゃ 竜巻を自在に
あやつる 金の親分さん
がいるんだぜ
オレは その親分さんに
頼まれて 勝手に人が
来ないよう門番してんだよ
もし 会いたきゃ オレが今から
いう言葉をよく 覚えて
謎を解いてみな！
言うぞ！ 言ってしまうぞ！！


お・し・お・ひ・れ・め の順に
仲間の言葉に耳を傾けよ";"Boing-oing!


On this isle, a Golden Chief
dwells who can harness the
power of sea cyclones.
At his request, I am here to
prevent just anyone from
entering his chamber.
You must prove yourself by
hitting four of my buddies
in a very specific order!
But to figure out the order,
you must solve our island's
enormous riddle.
Ready to listen? The order
is very specific! OK, then,
I'm going to say it!
It steers with rudder, then 
makes spray! And third, it
paddles, then sees a way!";"Boïng boïng!


Sur cette île réside un
parrain doré qui commande
aux tornades.
A sa requête, je suis là
pour empêcher quiconque
de pénétrer chez lui.
Tu dois prouver ta valeur
en frappant mes quatre
comparses dans l'ordre!
Mais pour connaître l'ordre,
tu dois d'abord résoudre
l'énigme de notre île.
Tu es prêt? L'ordre est très
précis! Alors, écoute bien...
je vais te dire l'énigme!
Elle navigue de sa caudale,
puis souffle! Ensuite, elle
nage puis regarde au loin!";"Boing-oing!


Auf dieser Insel lebt der 
Goldene Boss...

...der sich die Kraft der 
Wirbelstürme zu Nutze 
machen kann. 
Er hat mich gebeten, 
aufzupassen, dass nicht 
jeder Dahergelaufene...
...in seine Gemächer ein-
dringt. 

Du musst dich beweisen, 
indem du vier meiner Kum-
pel in der richtigen...
...Reihenfolge haust!


Aber um die Reihenfolge 
herauszufinden...

...musst du das Rätsel 
unserer Insel lösen.

Bist du bereit? Die Reihen-
folge ist sehr spezifisch! 

O.K., dann werde ich es 
sagen!

Es lenkt mit dem Ruder, 
dann sprüht es herum!
 
Als drittes es paddelt,
dann schaut es sich um!";
"ボヨヨーン


どうだ 謎はとけたか？
もう一回 言うぞ

お・し・お・ひ・れ・めの順に
仲間の言葉に耳を傾けよ！";"Boing-oing!


Solve it yet? You need to
hit my buddies in the order
revealed in this riddle:
It steers with rudder, then 
makes spray! And third, it
paddles, then sees a way!";"Boïng boïng!


Alors? Réussi? Tu dois
frapper mes amis dans
l'ordre de cette énigme:
Elle navigue de sa caudale,
puis souffle! Ensuite, elle
nage puis regarde au loin!";"Boing-oing!


Schon das Rätsel gelöst? 
Du musst meine Kumpel in 
der Reihenfolge schlagen...
...die in diesem Rätsel 
offenbart wird:

Es lenkt mit dem Ruder, 
dann sprüht es herum!
 
Als drittes es paddelt,
dann schaut es sich um!";
"ボヨヨーン


お！ おおぉ！！
この オレの謎が解けたのか？

そう この島の形がなんなのか
調べれば 解るんだよ

お しお ひれ め の
順に 仲間の話を聞くんだ！
おまえ すごいな・・・
よし 金の親分さんに
あってこい！";"Boing-oing!


Have you tried tracing the
isle's shape on your map?
The whole shore and more!
That will help you riddle
through the order in which
you must hit my buddies.
It steers with rudder, then 
makes spray! And third, it
paddles, then sees a way!";"Boïng boïng!


Oh! Ooooh!
Tu as résolu mon énigme!

Eh oui, en dessinant cette
île sur ta carte, tu as
trouvé la solution.
Tu as parlé avec le boïng
de la queue, du souffle, de
la nageoire, puis de l'œil.
Tu es plutôt doué...
Allez, tu as mérité de
rencontrer le parrain doré!";"Boing-oing!


Hast du schon versucht, die
Umrisse der Insel auf deiner
Karte nachzuzeichnen?
Das wird dir helfen, die 
Reihenfolge, in der du mei-
ne Kumpel...
...schlagen musst, 
herauszufinden.

Es lenkt mit dem Ruder, 
dann sprüht es herum!
 
Als drittes es paddelt, 
dann schaut es sich um!";
"どうだい 金の親分さん
には 会えたかい？

意外とやさしいお方
だったろ？ ";"So, met with that Golden
Chief, huh? He's friendlier
than you'd think, right?";"Alors, comment s'est passée
ta rencontre avec le parrain
doré? Il est sympa, hein?";"So, hast du den Goldenen 
Boss getroffen? 

Er ist freundlicher, als man 
annehmen würde, nicht 
wahr?";
"おい 上画面を見てみろよ！
この島 の マップがないぜ！

こりゃあ きっと 誰も足を
ふみ入れたことない
宝の島 なんだよ きっと！";"What?! Look at the upper
screen! There's no map of
this island!
That means no one's even
set foot here. Think of all
the undiscovered treasure!";"Qu'est-ce que...? Regarde
l'écran supérieur! Il n'y a
pas de carte!
Ça veut dire que personne
n'a encore jamais mis les
pieds sur cette île!
Ça veut dire des trésors
en pagaille!";"Hey, schau mal auf den 
oberen Bildschirm! 

Es gibt keine Karte für 
diese Insel!

Das heißt, niemand hat je-
mals einen Fuß auf diese 
Insel gesetzt. 
Also muss es hier Schätze 
geben!";
"どうして 誰も来たことが
ないのに 宝があるわけよ？";"That doesn't make sense!
How could there be...if no
one's been here before?";"Et qui aurait caché un
trésor si personne n'est
venu avant nous?";"Wie kann es hier Schätze
geben, wenn noch nie 
jemand hier war?";
"え？ あ  そりゃあ まあ
なにか 得たいのしれないやつが
かくしてるかも しれないだろう！";"Maybe someone who knows
diddly about treasure...
um...buried something?!";"Eh bien... peut-être qu'un
inconnu est venu ici et a...
euh... caché un trésor?!";"Vielleicht hat jemand, der 
nichts von Schätzen ver-
steht... ähm...
...etwas vergraben?!?";
"とにかく [Link]
きっと お宝がかくれてるに
ちがいねぇぜ！
島ん中 くまなく 探して来い！";"Bah, whatever! I just know
that there's treasure here,
[Link].
I sniffed it out, now you
go find it! Maybe around
the middle of the island!";"Bah, peu importe! Je suis
sûr qu'il y a un trésor ici,
[Link].
Je l'ai senti! Maintenant,
c'est à toi de le débusquer!
Cherche au milieu de l'île!";"Bäh, wie auch immer! Ich 
weiß einfach, dass hier 
Schätze sind...
...[Link]. Ich 
kann sie riechen, nun geh 
und finde sie! 
Vielleicht in der Mitte der 
Insel!";
"なんだ もう お宝探しは
やめて 出航するのか？
はいいいえ";"What? Want to give up the
search and leave already?
YesNope";"Tu veux abandonner les
recherches et quitter l'île?
OuiNon";"Willst du die Suche schon 
aufgeben und abreisen? 
JaNein";
"よーし 船に乗り込め！
出航！！";"All aboard! Full steam
ahead!";"Tout le monde à bord!
Machines avant toute!";"Alle an Bord! Volldampf 
voraus!";
"早く お宝だ！
お宝を 探して来い！";"Hurry up! Treasure! Find
the treasure!";"Dépêche-toi! Le trésor!
Trouve le trésor!";"Beeil dich! Schätze! Finde
die Schätze!";
"なんだ お宝探しは
もう 終わりか？

[Link]！
ひとつ いい事 教えてやろう
地図がなければ どうするか？
そう 自分で 地図を描くんだよ！


海岸線にそって 適度に
場所をメモしながら 歩いていき
最後に それを線で結ぶ！
そうすりゃ 島の形が
わかってくるぜ！

昔の人は そうやって 地図を
作っていったんだよ よく
覚えとけよ！";"What? You're already done
looking for treasure?

OK, then. Tip time! What
do you do when you don't
have a map?
Draw your own! So walk
the shoreline and sketch it
out, bit by bit.
Doesn't need to be fancy!
But it will help you learn
the shape of this island!
Long ago, that's how folks
made maps, so get on it,
will you?";"Quoi? Tu arrêtes tes
recherches pour le trésor?

Besoin d'un coup de main,
hein? Que fais-tu quand
tu n'as pas de carte?
Tu t'en traces une!
Suis la côte et fais-en
le tracé, petit à petit.
Pas besoin d'un travail au
millimètre, juste de quoi
voir la forme de l'île!
C'est ce que faisaient les
gens autrefois pour tracer
les cartes. Allez, au boulot!";"Was? Schon fertig mit der
Schatzsuche?

O.K., ich geb dir einen 
Tipp! Was machst du, wenn
du keine Karte hast?
Zeichne deine eigene! Also
lauf am Ufer entlang und 
zeichne es nach...
...Stück für Stück. 
Muss ja nicht perfekt sein! 

Aber es wird dir helfen, 
die Form der Insel heraus-
zufinden! 
Vor langer Zeit haben die 
Leute so Karten gezeichnet.
Merk's dir!";
"海岸線を メモしながら
たどっていけば 

島の形が なんとなく 
わかるんじゃないか？

それとも お宝はあきらめて
出航するか？
はいいいえ";"Hmmm. You should sketch
the island's shape as you
walk along its shores.
Then you'll know exactly
what shape this island is!

Or would you like to give
it up for now and set sail?
YesNope";"Mmh. Si tu en traces le
contour au fur et à mesure
de ta progression,
tu devrais réussir à
déterminer la forme de
l'île en suivant ses côtes.
A moins que tu ne préfères
abandonner et rembarquer?
OuiNon";"Hmmm. Du solltest die 
Form der Insel skizzieren...

...während du an ihrem 
Ufer entlangläufst. 

Dann weißt du genau, wie 
diese Insel aussieht!

Oder willst du aufgeben 
und auslaufen?
JaNein";
"お！ お宝を見つけたのか？


なに？ 
カエルのラシン盤？・・・

なるほど・・・
それがありゃ 航海が
ぐんと 楽になりそうだな
よし！ まずは その金のカエル
ってのを 探すか！

よし 出航するか？
はいいいえ";"Did you find the treasure?


What?! The Cyclone Slate?
Sounds like that will make
sailing a breeze!
Then let's keep an eye out
for those gold-plated
froggies out there!
Ready to set sail?
YesNope";"Tu as trouvé le trésor?


Quoi?! L'ardoise des
tornades? Je sens qu'on
va s'éclater!
Allez, on va se mettre à
la chasse à la grenouille
dorée!
Prêt à embarquer?
OuiNon";"Hast du den Schatz 
gefunden?

Was?!? Der 
Froschkompass?

Klingt, als ob er unsere 
Reise um einiges leichter 
machen würde. 
Aber zuerst müssen wir 
diese goldenen Frösche 
finden!
Abreisebereit?
JaNein";
"おい こんなところに
いつまでも いられないぞ！
早く 出航しようぜ！";"We can't stretch our legs
here forever! Let's set sail!";"Hé, on n'est pas venus se
mettre au vert ici! Allez,
on embarque!";"Wir können hier nicht ewig
bleiben! Lass uns schnell 
auslaufen!";
"どうする？ 島をでるか？
はいいいえ";"What do you want to do?
Ready to shove off?
YesNope";"Qu'est-ce qu'on fait?
On met les voiles?
OuiNon";"Was willst du tun? Bereit
abzulegen?
JaNein";
"ボヨヨーン


この 広大な海には
金のカエルというのがいて各地を
竜巻で移動してるそうだぜ
";"Boing-oing!


Did you know?! There are
gold frogs around the sea
that can kick up cyclones!";"Boïng boïng!


Tu sais quoi? Il y a des
grenouilles dans la mer qui
chevauchent des tornades!";"Boing-oing!


Hast du gewusst?!? Es gibt
auf See goldene Frösche...

...die mit Wirbelstürmen 
durch die Gegend reisen!";
"ボヨヨーン


金のカエルは 全部で6匹いて
その場に とどまってるぜ 
";"Boing-oing!


Did you know?! There are
six golden frogs stationed
around the entire sea.";"Boïng boïng!


Tu sais quoi? Il y a six
grenouilles d'or de par
les mers.";"Boing-oing!


Hast du gewusst?!?


Es gibt sechs goldene 
Frösche, die über alle 
Meere verteilt sind.";
"ボヨヨーン


金のカエルは すばしっこいぜ
大砲でも 当てないと
動きは止められねえな";"Boing-oing!


Did you know?! The golden
frogs will slip away unless
you use a cannon on them.";"Boïng boïng!


Tu sais quoi? Il faut un
coup de canon pour arrêter
une grenouille d'or.";"Boing-oing!


Hast du gewusst? Die gol-
denen Frösche werden dir 
entgleiten...
...wenn du sie nicht mit 
deiner Kanone triffst.";
"ボヨヨーン


竜巻に乗ったら いっしゅんで
いろんな 所にいけるらしいぜ
便利だよな・・
俺達には関係ねえけど・・・";"Boing-oing!


Did you know?! You can
fly to a variety of spots
using cyclones.
So convenient! Not that it
matters to us, really...";"Boïng boïng!


Tu sais quoi? Tu peux
rejoindre certains endroits
en volant sur une tornade!
C'est très pratique!
Mais nous, on s'en fiche
un peu...";"Boing-oing!


Hast du gewusst?!?


Mit Hilfe von Wirbelstürmen
kannst du an viele ver-
schiedene Orte gelangen.
Praktisch, oder! Nicht, dass
es uns was nützen würde...";
"め の石像の下に
お宝のありか 指し示されん";"The eye sees something
valuable that's hidden
underneath its statue.";"L'œil voit un trésor gisant
au pied de sa statue.";"Das Auge sieht etwas 
Wertvolles, das unter seiner
Statue vergraben liegt.";
"ボヨヨーン


・・・・・・・・・";"Boing-oing!


.........";"Boïng boïng!


.........";"Boing-oing!


.........";
"名も無き島";"Uncharted Island";"Ile inconnue";"Namenlose Insel";
"あれもして遊びたい
これもして遊びたい・・・

ああ～っ
いそがしすぎるゴロ！";"Play like this...play like
that...

Oh-so busy, Brother!";"Joue comme ci... joue
comme ça...

Aaah...
J'ai trop de travail!";"Ich muss das so oder so 
spielen...

Oh, bin ich beschäftigt, 
Bruder!";
"ボクらはちょっと
いそがしすぎて

とうちゃんを手伝う
ヒマなんてないゴロ！";"We are too busy, so there
is no time to help my dad!";"Nous avons trop de travail,
nous n'avons pas le temps
d'aider notre père!";"Wir sind so beschäftigt, da 
habe ich gar keine Zeit, 
meinem Vater zu helfen!";
"いそがしい
いそがしいゴロ！

何から手をつけていいか
さっぱりだゴロ！";"Busy, busy, so busy!


I have no idea where I 
should even start, Brother!";"Travail, travail, travail!


Je ne sais même pas par
où commencer!";"Beschäftigt, beschäftigt, so 
beschäftigt!

Ich weiß gar nicht, wo ich 
anfangen soll, Bruder!";
"あれもしたいし
これもしたいし・・・

ボクらには 遊びたいコトが
ありすぎるゴロ！";"We must do this...we must
do that...

There are so many things
that we must get done,
Brother.";"Fais ceci... Fais cela...


Il y a tellement de choses
à faire!";"Wir müssen das tun... wir 
müssen jenes tun...

Da sind so viele Dinge, die 
wir machen müssen, Bruder.";
"スコップの先に 何か当たった！


・・・";"Your shovel hit something!


...";"Vous avez heurté quelque
chose!

...";"Deine Schaufel ist auf 
etwas gestoßen!

...";
"スコップの先に 何か当たった！


・・・


ヘビの巣？";"Your shovel hit something!


...


A snake nest?";"Vous avez heurté quelque
chose!

...


Un nid de vipères?";"Deine Schaufel ist auf 
etwas gestoßen!

...


Ein Schlangennest!?!";
"スコップの先に 何か当たった！


・・・


ハチの巣？";"Your shovel hit something!


...


A beehive?";"Vous avez trouvé quelque
chose!

...


Une ruche?";"Deine Schaufel ist auf 
etwas gestoßen!

...


Ein Bienenstock!?!";
"ゴロンゲーム
1回50ルピー";"Goron Game:
50 Rupees per play!";"Tournislalom Goron:
50 rubis la partie!";"Goronslalom:
50 Rubine pro Versuch!";
"ゴロンゲーム
～開催予定地～";"Goron Game
～Coming Soon～";"Tournislalom Goron
～Prochainement～";"Goronslalom
～Wird bald eröffnet～";
"～お帰りは 右上から～
スコップ用意のこと";"～Exit on the upper right～
Prepare your shovel";"～Sortie en haut à droite～
Préparez votre pelle!";"～Ausgang oben rechts～
Halte deine Schaufel bereit";
"パッと見
ここにはハガネなんて
なさそうだけどな・・・
出航するか？
しゅっぱつ！まだいい";"My instincts tell me there
are no pure metals to be
found here!
So, wanna go?
YesNope";"Mon instinct me dit qu'il
n'y a pas de minerai à
trouver ici.
Qu'est-ce qu'on fait?
On part?
OuiNon";"Mein Instinkt sagt mir, dass
es hier keinen Stahl zu fin-
den gibt! 
Also, Abfahrt?
JaNein";
"ねぇ [Link]
何が入ってるか気にならないの？

先に宝箱を開けましょうよ
アタシ もう待ちきれないよ！";"Aren't you curious if there
is something inside,
[Link]?
Let's open that chest first.
Otherwise the anticipation
is gonna slay me!";"Tu ne veux pas savoir s'il
contient quelque chose,
[Link]?
Ouvrons-le!
Vite, je ne peux plus
attendre!";"Bist du nicht auch neugie-
rig, was drinnen ist,
[Link]?
Lass uns zuerst die Schatz-
truhe öffnen. Sonst komme
ich noch um vor Neugier!";
"あんまり道草
食ってんじゃねえぞ";"Don't waste time dragging
your feet!";"Tu as fini de traîner?";"Trödelt nicht rum!";
"おいおい [Link]
ハガネはそろったんだろ

さっさと鍛冶屋の島に
行くとしようぜ？
しゅっぱつ！まだいい";"You have all three of the 
pure metals, right,
[Link]?
Let's go to the blacksmith
Zauz then! Set sail?
YesNope";"Tu as les trois minerais,
hein, [Link]?

Alors on fonce chez Sazu
le forgeron, hein?
OuiNon";"Du hast alle drei Sorten
Stahl, nicht wahr,
[Link]?
Dann lass uns zum Schmied
Sauz gehen! Leinen los?
JaNein";
"世界を救う前に
より道ってわけか
ヨユーだな おめぇもよ
出航するか？
しゅっぱつ！まだいい";"Hey, good for you! Taking
a break before saving the
world! Class act.
Well, if you're done, how
about we set sail?
YesNope";"C'est bien, c'est bien.
Une petite pause avant
de sauver le monde, hein?
Bon, si tu as fini de
rêvasser, on embarque?
OuiNon";"Gönnst dir eine Pause, be-
vor du die Welt rettest?
Du hast vielleicht Nerven.
Wenn du fertig bist, wie 
wärs, wir fahren los?
JaNein";
"どーも どーも
ただいま チマタで話題の
ゴロンゲームを開催中ゴロ！
お客さん 1回50ルピーだけど
ゴロンゲームするゴロか？
ゲームするやめとく";"Welcome to the game that's
all the rage! Yes,
it's the Goron Game!
So, want to take it for a
spin? 50 Rupees, Brother!
YesNope";"Bienvenue à la grande
nouveauté ludique! Oui,
le Tournislalom Goron!
Alors, tu veux essayer?
C'est 50 rubis!
OuiNon";"Willkommen zu dem Spiel, 
von dem alle Welt spricht! 
Ja, es ist der Goronslalom!
Also, willst du einmal?
50 Rubine, Bruder!
JaNein";
"ゴロンゲームは
1回50ルピーだゴロ！

遊ぶゴロか？
ゲームするやめとく";"Pay 50 Rupees to play the
Goron Game?
YesNope";"Payer 50 rubis pour
essayer le Tournislalom?
OuiNon";"50 Rubine bezahlen...


...um den Goronslalom zu 
spielen? 
JaNein";
"カモン・マイゴロン！";"Go for it, Gongoron!";"Vas-y, Ptigoron!";"Komm schon, Maigoron!";
"おつかれ～ マイゴロン！";"Nice work, Gongoron!";"Bien joué, Ptigoron!";"Gut gemacht, Maigoron!";
"ブブー！！
そこまでゴロ～・・・";"Time's up! Stop right there,
Brother...";"Temps écoulé!
On arrête tout...";"Die Zeit ist um! Bis hierhin
und nicht weiter, Bruder...";
"じゃあ またゴロ";"Until next time, Brother!";"A la prochaine fois!";"Bis zum nächsten Mal, 
Bruder!";
"まいどゴロ～！


それじゃ カンタンに
ゴロンゲームの説明をするゴロ";"Thank you! Let me explain
the simple rules of the
Goron Game.";"Merci! Je vais t'expliquer
les règles du Tournislalom.";"Danke! Lass mich die simp-
len Regeln des Goron-
slaloms erklären.";
"お お客さん
お金が足りないゴロ！
50ルピーためて また来てゴロ";"You don't have enough
money, Brother. But please
return with 50 Rupees.";"Tu n'as pas assez de rubis.
On reprendra quand tu
viendras avec 50 rubis.";"Du hast nicht genug Geld,
Bruder. Aber komm wieder,
wenn du 50 Rubine hast.";
"コースには マトが
いっぱい置かれてるゴロ

マトを全部こわせば
ゴールへの道が開くから

要領よくマトをこわして
とにかく はやく
ゴールにたどりつくゴロ！
わかったゴロか？
わかったさっぱり";"There are several targets
scattered about the course,
Brother.
Break all of them, and the
final path to the finish line
will open.
Think efficiently! Think
quickly! And most of all,
think like a Goron and win!
Did you get all that,
Brother?
YesNope";"Des cristaux sont éparpillés
le long du parcours.

Casse-les tous pour
accéder à la dernière
partie du parcours.
Sois efficace! Sois rapide!
Pense comme un Goron et
la victoire sera tienne!
Tu as compris?
OuiNon";"Über den Kurs sind mehrere
Ziele verteilt, Bruder.

Zerbrich alle und der letzte
Pfad zur Ziellinie öffnet 
sich.
Denke effizient! Denke 
schnell! Und vor allem, 
denke wie ein Gorone!
Hast du alles verstanden,
Bruder?
JaNein";
"タイムは [Unknown_Tag][Unknown_Tag]秒[Unknown_Tag][Unknown_Tag]！
まあまあの記録だゴロ

ケントウ賞あげるから
そこの宝箱を1つ開けるゴロ";"Time: [Unknown_Tag][Unknown_Tag] sec. [Unknown_Tag][Unknown_Tag] ms.
That's a fair record.

Take your consolation prize
from one of those treasure
chests, Brother!";"Temps: [Unknown_Tag][Unknown_Tag],[Unknown_Tag][Unknown_Tag] s!
C'est un temps honnête.

Choisis l'un de ces coffres
pour recevoir ton prix de
consolation!";"Zeit: [Unknown_Tag][Unknown_Tag],[Unknown_Tag][Unknown_Tag] Sek. 
Das ist eine mittelprächtige
Zeit.
Nimm deinen Trostpreis aus
einer der Schatztruhen, 
Bruder!";
"タイムは [Unknown_Tag][Unknown_Tag]秒[Unknown_Tag][Unknown_Tag]！
すんごい記録だゴロ！

ユウシュウ賞あげるから
そこの宝箱を1つ開けるゴロ";"Time: [Unknown_Tag][Unknown_Tag] sec.
[Unknown_Tag][Unknown_Tag] ms.!
That's a thrilling record!
Take your pick from one of
those chests, Brother! You
get an award of excellence!";"Temps: [Unknown_Tag][Unknown_Tag],[Unknown_Tag][Unknown_Tag] s!
Un incroyable record!

Choisis l'un de ces coffres
pour recevoir ton prix
d'excellence!";"Zeit: [Unknown_Tag][Unknown_Tag],[Unknown_Tag][Unknown_Tag] Sek.!
Das ist eine fantastische
Zeit!
Such dir eine der Schatz-
truhen aus, Bruder! 

Du bekommst einen 
exzellenten Preis!";
"さてさて


さらなる新記録でも
狙っちゃうゴロか？

1回50ルピーだゴロ
やる！やめとく";"Well, then...


Want to try for a new
record, Brother?

Just 50 Rupees a shot.
Care to try, Brother?
YesNope";"Ha ha ha...


Tu veux essayer d'établir
un nouveau record?

50 rubis la partie, c'est
tout. Ça t'intéresse?
OuiNon";"Nun denn...


Willst du versuchen, einen 
neuen Rekord aufzustellen,
Bruder?
Nur 50 Rubine pro Ver-
such. 
JaNein";
"ウデをみがいて またくるゴロ！";"Hone your skills, then come
on back, Brother!";"Travaille ta technique et
reviens me voir!";"Verfeinere deine Fähigkei-
ten, dann komm wieder, 
Bruder!";
"さっきのチャレンジで
お金 すっからかんゴロね

50ルピーためて また来るゴロ！";"That last challenge drained
your funds!

So, save up 50 Rupees,
then come on back!";"La dernière partie t'a
laissé à sec!

Alors économise 50 rubis,
et reviens à l'attaque!";"Der letzte Versuch hat dich
dein letztes Geld gekostet!

Also spar 50 Rubine und
komm wieder!";
"・・・ちょっとちょっと お客さ～ん
時間が かかりすぎだゴロ

営業に さしつかえるから
今回はタイムアップ！
賞品ナシだゴロ";"Hey! Hey, Brother! You're
taking too much time!

That will cut into our
business. So...time's up!
And there is no prize!";"Hé! Tu as été trop lent!
Il ne faut pas confondre
course et séjour à la plage!
J'ai un business à faire
tourner, moi! Mauvais
chrono, pas de cadeau!";"Hey! Hey, Bruder! Du 
hast zu viel Zeit gebraucht!

Das behindert unser Ge-
schäft. Also... die Zeit ist 
um! 
Und es gibt keinen Preis!";
